ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ITA,Italy,pop,Population (in millions),46.9802348748976,47.2924055734484,47.5397498039171,47.8299794119444,48.1710726300304,48.5041876156164,48.7914268131788,49.0517332935891,49.3449571166749,49.7000131927844,50.06464543065,50.3893827014219,50.7085348289844,51.0626930210357,51.4635297703321,51.8494030535233,52.1929920849236,52.5276022757421,52.8462560015605,53.1757832555072,53.518969,53.888874,54.258741,54.619237,54.957794,55.265284,55.537956,55.77788,55.988981,56.177851,56.349349,56.505478,56.644863,56.765251,56.863137,56.936774,56.983931,57.007741,57.018183,57.028703,57.048236,57.088113,57.145306,57.197613,57.213544,57.174408,57.065225,56.90364,56.74276,56.655632,56.692178,56.875147,57.182519,57.564588,57.948424,58.281212,58.542619,58.747861,58.922109,59.105625,59.325229,59.589076,59.879471,60.16683,60.40962,60.578494,60.66306,60.673701,60.627291,60.550075
ITA,Italy,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),221477.296875,238753.40625,246044.78125,265633.25,278830.25,298002.40625,310005.03125,325040.8125,342346.5,365975.5,391328.1875,425801.34375,451229.90625,475129.40625,488326.40625,502069.84375,530192.1875,569270.625,605764.0625,644841.4375,735681.625,753440.125,793259.6875,846766.6875,883338.5,876477.125,956368.5,1009856.0625,1072730.625,1166578.625,1234958.125,1208398.75,1200351.875,1193038.125,1210418.375,1223674.625,1302662.75,1365535.125,1434666.875,1500289.75,1560881.5,1615016.25,1641884.625,1625990.75,1685848.375,1765118.5,1792813.75,1881417,1985354.875,2037002.625,2081385.625,2083284.375,2058837.875,2062502,2074924.125,2107878.75,2215327.25,2315284.75,2369615.25,2310528.75,2336120.25,2377386,2323769.5,2271616.5,2241735.25,2296760.75,2410574.75,2474220.75,2499061.5,2508404.5
ITA,Italy,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),213111.0625,232222.296875,239642.578125,256834.96875,267962.46875,286192.40625,297115.375,309659.5625,323375.28125,346656.0625,379633.0625,411400.09375,434536.09375,454516.90625,467301.90625,480474.125,507443,544073.25,579405.5625,614753.3125,697684.375,715245.25,751208.875,816292.8125,873768.875,863432.625,950277.0625,999901.8125,1059180,1156425.375,1236363.75,1216659,1197943.625,1184148.375,1199590.5,1210967.25,1292944.25,1358465.125,1418727,1477758.625,1541241.875,1588199.5,1617795.25,1614803.25,1667777,1748618.125,1782923.125,1856405.25,1942746.25,1997615,2046561.75,2047270.5,2019462.75,2028394.5,2040372.75,2123677.25,2202942.75,2307500.75,2359304.75,2266004,2293011,2351126.5,2301511,2246689.25,2232717.75,2241117,2351041.25,2436383.25,2458235.75,2466327.5
LTU,Lithuania,pop,Population (in millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.696035,3.697457,3.688106,3.670651,3.649143,3.626612,3.603756,3.57991,3.555141,3.529181,3.501839,3.473625,3.444763,3.414365,3.381131,3.344268,3.303335,3.25898,3.212865,3.167265,3.123816,3.083403,3.045561,3.008934,2.971497,2.93188,2.889557,2.845414,2.801264,2.759627
LTU,Lithuania,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53623.6875,46832.97265625,39345.12109375,33224.08203125,31859.310546875,33116.55078125,35307.875,37428.08203125,39388.02734375,39904.74609375,42346.78125,45120.34765625,47828.68359375,52604.75390625,54681.61328125,59013.1484375,63687.890625,71564.46875,75329.15625,65381.90234375,70425.234375,77625.7265625,82104.171875,84238.921875,85820.4453125,87529.2890625,90259.46875,95654.703125,98145.2890625,103480.1875
LTU,Lithuania,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54314.09375,44808.5078125,38446.890625,35506.7734375,32460.2265625,34435.328125,35793.0703125,37318.3125,38528.21484375,39737.484375,42412.74609375,45366.3359375,46322.5234375,51015.4609375,51513.88671875,58152.4375,61805.03515625,67008.109375,70758.921875,60991.7109375,65531.7421875,72970.46875,77256.609375,77322.859375,79913.2734375,79636.4375,81158.296875,84886.65625,86619.15625,89642.1796875
LUX,Luxembourg,pop,Population (in millions),0.296017517558489,0.297858193181476,0.299698868804462,0.301539544427448,0.303380220050434,0.30522089567342,0.307061571296406,0.308902246919392,0.310742922542379,0.312583598165365,0.31442627345217,0.31730647580401,0.321217161628924,0.324572030449202,0.328227356219792,0.33198281441,0.334381306701441,0.335499924611216,0.336356168720434,0.337991565421771,0.339668,0.342226,0.345103,0.348173,0.351189,0.353983,0.356564,0.358968,0.361073,0.362789,0.364038,0.364781,0.365098,0.365305,0.365795,0.366884,0.368666,0.371078,0.374118,0.377706,0.381791,0.386352,0.391394,0.39681,0.402433,0.408149,0.413999,0.419974,0.425833,0.431262,0.436103,0.440198,0.443726,0.447322,0.451819,0.457842,0.46561,0.474915,0.485405,0.496527,0.507889,0.519307,0.530857,0.54256,0.554516,0.566741,0.579264,0.59191,0.604245,0.615729
LUX,Luxembourg,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),3815.0751953125,4747.86181640625,5389.9697265625,4682.4111328125,4712.6572265625,5033.18310546875,5623.453125,5757.52001953125,5590.49462890625,5627.056640625,6533.78173828125,6475.65185546875,6287.37060546875,6429.09521484375,6958.0830078125,7103.150390625,7139.56591796875,7261.70166015625,7703.53759765625,8783.2734375,9411.630859375,9025.87890625,9640.90625,10974.8427734375,12146.060546875,10114.7099609375,10734.189453125,10452.396484375,11202.2119140625,11655.5400390625,12092.2626953125,11684.4912109375,11702.9375,11569.982421875,11792.630859375,11932.8134765625,13152.6826171875,13633.310546875,15136.6630859375,16807.951171875,17541.1640625,19108.080078125,19195.984375,20821.72265625,22028.642578125,22417.76171875,23324.72265625,24950.251953125,26505.30078125,30133.75,32184.439453125,31530.8046875,31994.33984375,32586.82421875,34364.94921875,37323.53515625,41587.4765625,44969.890625,46911.10546875,44036.2109375,47452.0703125,53246.6171875,53002.36328125,53457.296875,57356.64453125,60377.27734375,63159.6484375,65523.10546875,67496.328125,69541.328125
LUX,Luxembourg,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),4416.392578125,4687.52783203125,5150.31298828125,4635.298828125,4506.9404296875,4829.17236328125,5325.60107421875,5509.07470703125,5331.96484375,5338.99853515625,5806.6591796875,5792.3935546875,5682.2421875,5739.05078125,6206.47509765625,6305.240234375,6409.5,6670.36181640625,7024.86865234375,8005.04345703125,8027.51806640625,7745.1474609375,8317.7744140625,9272.1796875,9888.5703125,8540.19921875,9103.484375,9200.412109375,9721.5078125,10087.921875,10235.3486328125,9843.388671875,9852.201171875,9807.2421875,9687.154296875,9652.2744140625,11107.48828125,11431.8662109375,12640.0859375,14167.5751953125,14869.1357421875,16489.2265625,16743.228515625,17978.486328125,18977.58984375,19156.44140625,19537.939453125,21431.958984375,23261.697265625,26032.4375,29038.34375,27308.109375,26584.765625,25839.4453125,24008.029296875,30263.482421875,30170.251953125,32425.08203125,32211.30859375,30086.37109375,34426.83984375,34691.48046875,36499.7734375,35713.08203125,42431.20703125,46689.50390625,50115.65625,53625.59375,53538.56640625,55710.79296875
LVA,Latvia,pop,Population (in millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.664439,2.649162,2.620254,2.582661,2.543628,2.50848,2.478832,2.453307,2.430549,2.408092,2.384164,2.358693,2.33253,2.305848,2.278921,2.251993,2.225066,2.198089,2.171259,2.144785,2.118861,2.09361,2.069016,2.044957,2.021219,1.997674,1.974266,1.951097,1.928459,1.906743
LVA,Latvia,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44957.03515625,40905.44140625,29148.091796875,27098.1953125,23608.291015625,22478.69921875,22232.001953125,22871.107421875,24279.341796875,25374.654296875,26473.306640625,28121.724609375,29921.591796875,31011.953125,32879.46875,36356.23828125,39836.37890625,45889.375,48065.3515625,41253.4765625,41978.04296875,46126.44921875,47644.55078125,48275.40625,49121.54296875,51517.390625,53188.0078125,55545.39453125,58420.12109375,59915.99609375
LVA,Latvia,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44794.59375,40214.61328125,28305.49609375,25110.62890625,24875.009765625,24087.66015625,24229.53515625,24748.51171875,25902.365234375,26721.65625,28260.009765625,30325.771484375,31348.435546875,31995.59765625,33193.8515625,37609.6796875,39778.3125,43205.10546875,45639.49609375,39659.46484375,40952.0234375,44953.77734375,46669.96484375,46382.71875,47728.140625,49375.71875,50344.99609375,52996.41015625,54939.5859375,56079.4453125
MLT,Malta,pop,Population (in millions),,,,,0.332181947194719,0.332181947194719,0.332181947194719,0.332181947194719,0.33112404290429,0.33112404290429,0.330066138613861,0.329008234323432,0.326892425742574,0.325834521452145,0.323718712871287,0.322660808580858,0.321602904290429,0.321602904290429,0.320545,0.320545,0.320545,0.320355,0.320436,0.320786,0.321437,0.322356,0.32358,0.325127,0.326982,0.329115,0.331497,0.334124,0.336965,0.339986,0.3431,0.34625,0.34943,0.352623,0.355799,0.358933,0.362015,0.365002,0.367891,0.370775,0.37375,0.376896,0.380253,0.38376,0.38729,0.390627,0.393645,0.396328,0.398718,0.400859,0.402817,0.404653,0.406328,0.407852,0.409491,0.411552,0.414253,0.417714,0.421809,0.426151,0.430197,0.433559,0.436097,0.437933,0.439248,0.440372
MLT,Malta,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),,,,,568.248107910156,570.538940429688,630.947998046875,650.706115722656,697.724426269531,717.838989257813,761.692443847656,784.103637695313,763.380493164063,762.275512695313,774.713256835938,818.176208496094,903.084838867188,961.386901855469,1047.63830566406,1158.72973632813,1257.78857421875,1331.45910644531,1444.45263671875,1545.55749511719,1569.09130859375,2155.5185546875,2530.71215820313,2738.38232421875,3068.20971679688,3309.00219726563,3528.18115234375,3732.73852539063,3925.41943359375,3777.28637695313,3786.44677734375,3875.35302734375,4051.67333984375,4233.82177734375,4732.8896484375,5065.322265625,5354.54541015625,5732.4541015625,5883.5546875,6058.0791015625,6424.61865234375,6831.0732421875,7098.99951171875,7899.75634765625,8628.3408203125,9175.8837890625,9706.8212890625,9566.79296875,9931.1494140625,10333.669921875,10373.462890625,10737.7705078125,10993.4072265625,11780.6689453125,12089.8564453125,12056.673828125,12922.6416015625,13413.15234375,13859.5361328125,14323.53515625,15413.0361328125,17455.76171875,18556.48046875,19681.333984375,21249.953125,22352.87890625
MLT,Malta,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),,,,,301.816558837891,311.379974365234,394.161743164063,373.604156494141,447.998840332031,495.2529296875,283.03564453125,281.958679199219,398.664703369141,69.9088134765625,306.023529052734,682.188110351563,778.837829589844,850.830322265625,961.591735839844,1014.9228515625,1130.74475097656,1215.74084472656,1345.03039550781,1477.14196777344,1665.55200195313,2059.69677734375,2511.07177734375,2784.27758789063,3233.27880859375,3571.53881835938,3663.57641601563,4128.63623046875,4450.52001953125,4363.66455078125,4338.14013671875,4393.42919921875,4472.248046875,4548.83544921875,4966.05322265625,5391.4736328125,5463.126953125,5845.7265625,5809.478515625,6186.6513671875,6375.4794921875,6444.4130859375,6463.658203125,7461.0849609375,7807.6982421875,8214.3779296875,10049.6318359375,8969.427734375,9192.0712890625,9668.4580078125,9153.9794921875,10343.1357421875,10182.1162109375,10714.158203125,10701.2490234375,10661.5400390625,11165.517578125,11844.349609375,12173.044921875,11883.0732421875,12364.4169921875,14656.3896484375,14921.9306640625,15395.130859375,16995.53125,17134.908203125
NLD,Netherlands,pop,Population (in millions),10.0899418729007,10.2403737743771,10.3577760792502,10.4687132794446,10.5906245072128,10.7257704084291,10.8639561933023,11.0006691331361,11.1607867985019,11.3211756271986,11.4592139372778,11.6115706226784,11.778157198524,11.9380607875759,12.0988387594387,12.2633340475604,12.4257542226131,12.5674451503319,12.6950051384352,12.8429794438285,13.001943,13.147932,13.291873,13.431182,13.562438,13.683291,13.79311,13.892917,13.98406,14.068593,14.148415,14.223763,14.295217,14.365385,14.437506,14.513949,14.595755,14.682649,14.774038,14.868655,14.965448,15.064519,15.165862,15.268006,15.36912,15.467851,15.563255,15.655475,15.745647,15.835523,15.926188,16.018114,16.110355,16.200951,16.287182,16.367158,16.440097,16.506655,16.568104,16.626373,16.682917,16.738193,16.79184,16.843502,16.892523,16.938499,16.981295,17.021347,17.05956,17.09713
NLD,Netherlands,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),84312.6796875,86890.2734375,95568.1796875,103242.765625,106643.015625,117883.84375,122721.4765625,125313.6875,127643.703125,134761.859375,143267.9375,148207.265625,156608.546875,163692.078125,176186.203125,189706.953125,196942.34375,209513.703125,227206.375,238693.125,252807,266224.34375,278409.4375,299651.3125,312284.8125,317205.375,333571.25,341404.59375,351502.53125,355142.46875,365959.5,357008.65625,347801.9375,347555.9375,356140.625,357372.78125,368865.25,370177.53125,386145.28125,406885.9375,427072.25,441057.53125,450066.0625,456603.375,474722.3125,494972.8125,517872.71875,561954.5,608917.4375,650311.875,691869.625,701080.75,704459.125,682830,697896.4375,730992.5625,774794.5625,825786.5,858415.6875,816601.875,826027.75,845937.75,851872.4375,849917.8125,827171.5,872643.75,876472.5625,918735.9375,939896.1875,958314.625
NLD,Netherlands,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),90883.765625,95223.671875,97526.09375,105369.78125,111579.6328125,120987.2265625,125751.4765625,130317.6796875,129923.0546875,137296.65625,150266.21875,153738.578125,160528.171875,161611.71875,179941.890625,187641.84375,190970.5625,201354.6875,214219.484375,233794.515625,248212.0625,261792.921875,272247.0625,293228.21875,311788.3125,316201.625,332508.71875,338536.25,347383.375,355308.625,370320.5,359787.3125,349887.90625,350788.6875,357579.75,349436,365316.875,369195.0625,383593.65625,400006.3125,425511.375,438812.4375,445357.1875,459641.6875,473037.8125,497378.5,518346.09375,555263.8125,573985,618933.4375,678720.5625,687793.6875,690538.8125,691591.0625,705130.9375,801049.3125,822049.5625,879112.4375,915336.4375,838617.9375,843381.4375,863495.0625,884191.5625,925619.125,882311.5,875122.75,873445.8125,923126.375,936939.1875,950077.9375
PRT,Portugal,pop,Population (in millions),8.07601568330404,8.12145206046988,8.15569696906564,8.20629941132053,8.25714086276726,8.31501301589883,8.37565840545468,8.43463073066772,8.50245095722258,8.57227995568739,8.64416607524982,8.6389051362831,8.62800011384367,8.68711566212205,8.72623927742736,8.73231303009607,8.71313391082499,8.70758561347878,8.71911278961602,8.70203822838139,8.65134,8.699997,8.789102,8.907926,9.039975,9.172241,9.302298,9.431043,9.552604,9.660746,9.750964,9.820872,9.870823,9.902997,9.921241,9.929184,9.926416,9.914066,9.899198,9.890822,9.895364,9.916049,9.951303,9.99664,10.045044,10.091325,10.13402,10.174563,10.214052,10.25449,10.297112,10.341454,10.385987,10.429612,10.470921,10.508495,10.54283,10.573143,10.595314,10.604056,10.596058,10.56938,10.526308,10.473021,10.418218,10.368351,10.325538,10.288527,10.256193,10.226187
PRT,Portugal,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),23896.4375,26306.451171875,27230.55859375,29012.892578125,30576.775390625,31601.705078125,33228.109375,34375.44140625,34656.30859375,36757.44921875,39283.24609375,41558.13671875,44734.08203125,47617.83984375,48960.640625,52127.46875,53371.37109375,57012.859375,66595.8515625,69456.921875,73309.0703125,79112.1640625,85903.3125,95183.1640625,94276.15625,88650.0390625,93657.96875,98697.3984375,101702.1328125,105939.6328125,108340.59375,105625.1171875,106631.7734375,104981.2265625,101371.265625,104876.5859375,115998.3046875,124839.015625,135883.453125,145654.53125,157535.140625,165661.3125,174350.34375,175537.171875,187676.96875,197690.78125,204734.65625,220693.28125,236538.609375,251222.21875,259576.953125,261453.34375,264505,266508.875,273012.8125,285299.9375,301678.34375,312492.625,316198.375,314184.59375,323258.71875,313628.03125,307454.4375,303714.78125,302671.78125,314019.625,323220.96875,332017.5,341520.65625,350395.375
PRT,Portugal,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),24053.720703125,26822.4296875,27907.455078125,29308.798828125,30559.673828125,31706.333984375,33129.953125,34565.49609375,34875.9375,36859.27734375,39560.34375,41735.21875,44678.16015625,47272.7109375,49148.70703125,52577.29296875,53881.3125,57980.86328125,65856.6484375,67842.5546875,72843.5,78347.0859375,84561.59375,93787.9375,95374.5078125,90463.3984375,95983.0859375,101337.3515625,103816.5859375,109004.3359375,113197.4921875,112232.4453125,112590.3984375,110011.375,105908.984375,107578.171875,118064.8359375,127506.6171875,137985.609375,147367.625,156697.390625,163826,169565.078125,174030.453125,185586.203125,193266.9375,198677.96875,215235.578125,226935.703125,241467.875,255502.140625,254420.453125,255110.796875,253838.9375,253878.703125,279745.78125,293115.375,299801.53125,299149.875,293305.1875,305685.21875,299812.5625,299026.875,289529.65625,289749.28125,297096.65625,304108.8125,313080.1875,317162.25,325160.03125
SVK,Slovakia,pop,Population (in millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.288454,5.309235,5.329033,5.347214,5.362896,5.37547,5.384788,5.391204,5.395254,5.397708,5.399211,5.399992,5.400122,5.399834,5.39938,5.398963,5.398673,5.398692,5.399371,5.401153,5.404294,5.408937,5.414889,5.421725,5.428803,5.435611,5.442003,5.4479,5.453014,5.457013
SVK,Slovakia,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99966.3515625,79604.34375,74434.84375,74895.625,78860.40625,82876.9921875,84281.9375,86832.65625,86905.4609375,84356.9453125,87956.34375,90859.5703125,94230.9140625,98590.359375,101956.4296875,108886.375,120560.6875,134200.859375,146113.28125,141506,154109.046875,156653.84375,160973.796875,159373.828125,163555.734375,170226.140625,164390.296875,167727.359375,172712.140625,176537.546875
SVK,Slovakia,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104279.203125,82624.8046875,77273.2109375,78252.78125,80969.2734375,84714.7265625,89792.15625,92290.3515625,89860.4375,85683.1015625,89552.703125,94552.9140625,96160.2734375,96839.5,97362.34375,111117.8203125,118124.6015625,127734.1640625,141015.71875,133371.078125,146741.875,148675.609375,149614.1875,144107.6875,149792.734375,150161.828125,143673.125,144190.140625,146127.890625,149921.4375
SVN,Slovenia,pop,Population (in millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.006405,2.00777,2.005354,2.000556,1.995335,1.991131,1.988565,1.987455,1.987385,1.987632,1.987717,1.987461,1.987267,1.987862,1.990222,1.994976,2.00243,2.012118,2.023052,2.033804,2.043337,2.051287,2.057823,2.06311,2.067488,2.071199,2.07421,2.076394,2.077837,2.078654
SVN,Slovenia,rgdpe,Expenditure-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42714.70703125,37372.74609375,35293.76953125,37501.1953125,40071.28125,42577.41015625,44241.35546875,45276.62109375,45882.84765625,47458.32421875,48606.53125,49524.36328125,50862.09375,51921.92578125,55084.6015625,57497.03515625,60662.078125,64814.9296875,68194.703125,63371.24609375,64015.19921875,65971.0390625,65164.91015625,65603.1328125,66371.4609375,68875.1796875,71590.546875,76439.3125,80007.9453125,82556.5
SVN,Slovenia,rgdpo,Output-side real GDP at chained PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40194.34765625,36638.71484375,34944.36328125,37690.125,39927.31640625,42178.796875,43670.6796875,44446.6171875,44095.8203125,45508.98046875,47351.51171875,47762.74609375,48673.30859375,49835.16015625,51786.13671875,56365.34375,56498.76953125,58627.26171875,64960.12109375,59698.89453125,60950.0546875,63455.94140625,62795.8125,62010.59765625,62827.609375,61784.9609375,63278.7265625,65603.0625,69825.75,70868.515625
